B	BP	BV	id	normal / touch / 360 / detachable	Brand	Model	Best Price	Color	Screen	RAM	Processor	VRAM	GPU	Storage	OS	MS offc	Warranty	Thickness	Weight	Backlit keyboard	DVD	91mobiles	Amazon	Flipkart	Snapdeal	Tata Cliq	Croma	screen size in numbers	processor score	gpu score	ddr4/ddr3	gddr5/ddr3	ssd/hdd	RAM Memory	VRAM Memory	cpu score bucket	gpu score bucket	comment on processor	comment on GPU	pic name	series name	part number / model name for HP	model name for HP subtracted	Build Score (x/4)	Build Review	Screen Score (x/4)	Screen Review	Audio Score (x/4)	Audio Review	Keyboard (x/4)	Keyboard Review	Touchpad Score (x/4)	Touchpad Review	Heating Score (x/3)	Heating Review	Additional Cons (not in brackets)	Additional Pros (not in brackets)
3	9	21	44	normal	Acer	Aspire ES1-572 (NX.GKQAA.002)	53441	Black	"15.6"" HD"	4GB DDR4	i3 6006U	Integrated	Integrated	1TB 5400RPM	Win 10	No	1 yr											15.6	3143	0	1	0	1	4	0	4	0	i3 6006U performs 5-10% better than i3 5005U & 15-20% worse than i3 7100U		Aspire ES1_523, 524, 533, 572_15_Black	Aspire ES1-572 	NX.GKQAA.002		3	synthetic material is used, texture on lid and base top, sturdy build	2	average brightness and contrast, poor color accuracy and viewing angles	2	dull tinny sound	2	slightky roughened concave keys for grip,a little shallow	3	smooth, works well	3	underside gets slightly warm under heavy usage		
6	12	24	45	normal	Acer	Aspire ES1-572 (UN.GD0SI.001)	24990	Black	"15.6"" HD"	4GB DDR3	i3 6100U	Integrated	Integrated	500GB 5400RPM	Linux	No	1 yr											15.6	3754	0	0	0	1	4	0	4	0	i3 6100U performs 15-20% better than i3 6006U & 0-5% worse than i3 7100U		Aspire ES1_523, 524, 533, 572_15_Black	Aspire ES1-572 	UN.GD0SI.001		3	synthetic material is used, texture on lid and base top, sturdy build	2	average brightness and contrast, poor color accuracy and viewing angles	2	dull tinny sound	2	slightky roughened concave keys for grip,a little shallow	3	smooth, works well	3	underside gets slightly warm under heavy usage		
6	12	24	46	normal	Acer	Aspire ES1-572 (NX.GD0SI.004)	26500	Black	"15.6"" HD"	4GB DDR3	i3 6100U	Integrated	Integrated	1TB 5400RPM	DOS	No	1 yr											15.6	3754	0	0	0	1	4	0	4	0	i3 6100U performs 15-20% better than i3 6006U & 0-5% worse than i3 7100U		Aspire ES1_523, 524, 533, 572_15_Black	Aspire ES1-572 	NX.GD0SI.004		3	synthetic material is used, texture on lid and base top, sturdy build	2	average brightness and contrast, poor color accuracy and viewing angles	2	dull tinny sound	2	slightky roughened concave keys for grip,a little shallow	3	smooth, works well	3	underside gets slightly warm under heavy usage		
3	9	21	47	normal	Acer	Aspire ES1-572 (NX.GKQSI.003)	28990	Black	"15.6"" HD"	4GB DDR4	i3 6100U	Integrated	Integrated	1TB 5400RPM	Win 10	No	1 yr											15.6	3754	0	1	0	1	4	0	4	0	i3 6100U performs 15-20% better than i3 6006U & 0-5% worse than i3 7100U		Aspire ES1_523, 524, 533, 572_15_Black	Aspire ES1-572 	NX.GKQSI.003		3	synthetic material is used, texture on lid and base top, sturdy build	2	average brightness and contrast, poor color accuracy and viewing angles	2	dull tinny sound	2	slightky roughened concave keys for grip,a little shallow	3	smooth, works well	3	underside gets slightly warm under heavy usage		
3	9	21	48	normal	Acer	Aspire E5-575 (NX.GE6SI.024)	31999	Black	"15.6"" HD"	4GB DDR4	i3 7100U	Integrated	Integrated	1TB 5400RPM	Linux	No	1 yr											15.6	3918	0	1	0	1	4	0	4	0	i3 7100U performs 20-25% better than i3 6006U & 0-5% worse than i5 6200U		Aspire E5_523, 553, 575_15_Black	Aspire E5-575 	NX.GE6SI.024		3	plastic case, palm rest area has subtle brushed finish, bottom and lid have line pattern, lid is soft and flexible but solid case overall	2	average brightness and contrast, bad viewing angles	2	average quality, slightly hollow sound, good voulme	3	slightky roughened concave keys for grip, numeric keypad is small	4	glossy edges, smooth surface, precise and accurate	2	underside heats up under heavy usage		
6	12	24	49	normal	Acer	Aspire E5-573 (NX.MVHSI.042) 	32990	Grey	"15.6"" HD"	4GB DDR3	i5 5200U	Integrated	Integrated	500GB 5400RPM	Linux	No	1 yr											15.6	3491	0	0	0	1	4	0	4	0	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U		Aspire E5_532, 573, 574, 552, 522_15_Black	Aspire E5-573 	NX.MVHSI.042		3	good quality plastic case, cloth-like texture on lid, lid could have been stronger	2	average brightness and contrast, bad viewing angles	2	good volume, average quality	3	crisp strokes, good spacing, little noisy	3	large area, smooth and precise	3	-		
6	6	24	50	normal	Acer	Travelmate TMP258-M-540N (NX.VC7AA.003)	78000	Black	"15.6"" HD"	4GB DDR3	i5 6200U	Integrated	Integrated	500GB 5400RPM	Win 10	No	1 yr											15.6	4100	0	0	0	1	4	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		Travelmate P2_TMP258, TMP259_15_Black	Travelmate TMP258-M-540N 	NX.VC7AA.003		3	good quality plastic case, cloth-like texture on lid, lid could have been stronger	2	average brightness and contrast, bad viewing angles	2	good volume, average quality	3	crisp strokes, good spacing, little noisy	3	large area, smooth and precise	3	-		
3	3	21	51	normal	Acer	Aspire E5-575 (NX.GE6SI.016)	35990	Black	"15.6"" HD"	4GB DDR4	i5 7200U	Integrated	Integrated	1TB 5400RPM	DOS	No	1 yr											15.6	4732	0	1	0	1	4	0	5	0	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U		Aspire E5_523, 553, 575_15_Black	Aspire E5-575 	NX.GE6SI.016		3	plastic case, palm rest area has subtle brushed finish, bottom and lid have line pattern, lid is soft and flexible but solid case overall	2	average brightness and contrast, bad viewing angles	2	average quality, slightly hollow sound, good voulme	3	slightky roughened concave keys for grip, numeric keypad is small	4	glossy edges, smooth surface, precise and accurate	2	underside heats up under heavy usage		
3	3	21	52	normal	Acer	Aspire E5-575 (UN.GE6SI.002)	36990	Black	"15.6"" HD"	8GB DDR4	i5 7200U	Integrated	Integrated	1TB 5400RPM	Linux	No	1 yr	30.2	2.2									15.6	4732	0	1	0	1	8	0	5	0	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U		Aspire E5_523, 553, 575_15_Black	Aspire E5-575 	UN.GE6SI.002		3	plastic case, palm rest area has subtle brushed finish, bottom and lid have line pattern, lid is soft and flexible but solid case overall	2	average brightness and contrast, bad viewing angles	2	average quality, slightly hollow sound, good voulme	3	slightky roughened concave keys for grip, numeric keypad is small	4	glossy edges, smooth surface, precise and accurate	2	underside heats up under heavy usage		
6	6	24	53	normal	Acer	Aspire E5-575 (NX.GDWSI.017)	37990	Black	"15.6"" HD"	4GB DDR3	i5 7200U	Integrated	Integrated	1TB 5400RPM	Linux	No	1 yr											15.6	4732	0	0	0	1	4	0	5	0	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U		Aspire E5_523, 553, 575_15_Black	Aspire E5-575 	NX.GDWSI.017		3	plastic case, palm rest area has subtle brushed finish, bottom and lid have line pattern, lid is soft and flexible but solid case overall	2	average brightness and contrast, bad viewing angles	2	average quality, slightly hollow sound, good voulme	3	slightky roughened concave keys for grip, numeric keypad is small	4	glossy edges, smooth surface, precise and accurate	2	underside heats up under heavy usage		
1.5	7.5	19.5	54	normal	Acer	Swift 7 SF713-51-M775 (NX.GK6SI.002)	96999	Black+gold	"13.3"" FHD"	8GB DDR3	i5 7Y54	Integrated	Integrated	256GB SSD	Win 10	No	1 yr											13.3	3377	0	0	0	3	8	0	4	0	i5 7Y54 performs 5-10% better than i3 6006U & 25-30% worse than i5 7200U		Swift 7_SF7_13_Black+Gold	Swift 7 SF713-51-M775 	NX.GK6SI.002		4	aluminium case, rounded corners, sturdy, flawless	4	great brightness, contrast and color accuracy, wide viewing angles	3	placed underside, hence avoid soft base, good quality & volume	3	short stroke but good quality 	4	large enough, smooth and precise	3	underside warms up under heavy usage		
1.5	7.5	19.5	55	360	Acer	Spin 7 SP714-51 (NX.GKPSI.002)	124900	Black	"14"" FHD"	8GB DDR3	i7 7Y75	Integrated	Integrated	256GB SSD	Win 10	No	1 yr											14	3880	0	0	0	3	8	0	4	0	i7 7Y75 performs 20-25% better than i3 6006U & 5-10% worse than i5 6200U		Spin 7_SP7_14_Black	Spin 7 SP714-51 	NX.GKPSI.002		4	aluminium-magnesium chassis, lid is strong, hinges and base are sturdy but could have been better 	3	-	3	placed underside, hence avoid soft base, good quality & volume	2	very shallow because of thin base	4	large enough, glossy edges, smooth surface, precise	3	keyboard stays cool even under heavy usage		
25	31	26	56	detachable	Acer	One 10 S1002 (NT.G53SI.001)	20990	Silver	"10.1"" HD"	2GB DDR3	Atom Z3735F	Integrated	Integrated	32GB eMMC	Win 10	No	1 yr											10.1	908	0	0	0	1	2	0	1	0	Atom Z3735F performs 0-5% better than Celeron N3050 & 50-60% worse than Pentium N3700		One 10_S1001, S1002_10_Silver	One 10 S1002 	NT.G53SI.001		4	good quality hard plastic, brushed aluminium finish on lid	3	great contrast, good brightness	2	decent considering size of laptop	3	-	3	-	2	gets warm under prolonged or heavy usage		
18	24	24	57	normal	Acer	Aspire ES1-571 (NX.GCESI.006)	20990	Black	"15.6"" HD"	4GB DDR3	Pentium 3556U	Integrated	Integrated	500GB 5400RPM	Linux	No	1 yr											15.6	1708	0	0	0	1	4	0	2	0	Pentium 3556U performs 70-80% better than Celeron N3060 & 5-10% worse than Pentium N3700		Aspire ES1_512, 520, 521, 531, 571_15_Black	Aspire ES1-571 	NX.GCESI.006		2	plastic case, tactile patterns on lid and palm-rest area, stability could be better	2	good brightness and contrast, average color accuracy, poor viewing angles	2	good volume, average quality	3	slightly roughened flat keys, good depth and crisp stroke	3	large area, works well	3	-		
18	24	24	58	normal	Acer	Aspire ES1-571 (NX.GCESI.007)	23499	Black	"15.6"" HD"	4GB DDR3	Pentium 3556U	Integrated	Integrated	500GB 5400RPM	Win 10	No	1 yr											15.6	1708	0	0	0	1	4	0	2	0	Pentium 3556U performs 70-80% better than Celeron N3060 & 5-10% worse than Pentium N3700		Aspire ES1_512, 520, 521, 531, 571_15_Black	Aspire ES1-571 	NX.GCESI.007		2	plastic case, tactile patterns on lid and palm-rest area, stability could be better	2	good brightness and contrast, average color accuracy, poor viewing angles	2	good volume, average quality	3	slightly roughened flat keys, good depth and crisp stroke	3	large area, works well	3	-		
18	24	24	59	normal	Acer	Aspire ES1-571 (NX.GCESI.016)	24990	Black	"15.6"" HD"	4GB DDR3	Pentium 3556U	Integrated	Integrated	1TB 5400RPM	Win 10	No	1 yr											15.6	1708	0	0	0	1	4	0	2	0	Pentium 3556U performs 70-80% better than Celeron N3060 & 5-10% worse than Pentium N3700		Aspire ES1_512, 520, 521, 531, 571_15_Black	Aspire ES1-571 	NX.GCESI.016		2	plastic case, tactile patterns on lid and palm-rest area, stability could be better	2	good brightness and contrast, average color accuracy, poor viewing angles	2	good volume, average quality	3	slightly roughened flat keys, good depth and crisp stroke	3	large area, works well	3	-		
25	31	25	60	normal	Acer	Gateway NE46RS1 (UN.Y52SI.004)	15490	Black	"14"" HD"	2GB DDR3	Pentium A1018	Integrated	Integrated	320GB 5400RPM	Linux	No	1 yr											14	1605	0	0	0	1	2	0	2	0	Pentium A1018 performs 60-70% better than Celeron N3060 & 10-15% worse than Pentium N3700		Gateway NE_NE46RS_14_Black	Gateway NE46RS1 	UN.Y52SI.004		-	-	-	-	-	-	-	-	-	-	-	-		
25	31	25	61	normal	Acer	Aspire E1-510 (NX.MGRSI.001)	23000	Black	"15.6"" HD"	2GB DDR3	Pentium N3520	Integrated	Integrated	500GB 5400RPM	Linux	No	1 yr											15.6	1804	0	0	0	1	2	0	2	0	Pentium N3520 performs 0% better than Celeron N3060 & 0-5% worse than Pentium N3700		Aspire E1_510, 530, 532, 570, 572_15_Black	Aspire E1-510 	NX.MGRSI.001		3	plain smooth plastic on lid and base top, feels cheap on touch, but build is rigid	2	good brightness, poor color accuracy, avarage contrast and viewing angles	3	loud and good quality	3	good depth, crisp strokes	3	textured surface, works well	2	underside's centre gets warm under heavy usage		
25	31	25	62	normal	Acer	Gateway NE411 (NX.Y4WSI.001)	19990	Black	"14"" HD"	2GB DDR3	Pentium N3540	Integrated	Integrated	500GB 5400RPM	Linux	No	3 yr											14	1957	0	0	0	1	2	0	2	0	Pentium N3540 performs 0-5% better than Pentium N3700 & 30-40% worse than i3 6006U		Gateway NE_NE411_14_Black	Gateway NE411 	NX.Y4WSI.001		-	-	-	-	-	-	-	-	-	-	-	-		
25	31	25	63	normal	Acer	Aspire ES1-512 (NX.MRWSI.003)	21999	Black	"15.6"" HD"	2GB DDR3	Pentium N3540	Integrated	Integrated	500GB 5400RPM	Linux	No	1 yr											15.6	1957	0	0	0	1	2	0	2	0	Pentium N3540 performs 0-5% better than Pentium N3700 & 30-40% worse than i3 6006U		Aspire ES1_512, 520, 521, 531, 571_15_Black	Aspire ES1-512 	NX.MRWSI.003		2	plastic case, tactile patterns on lid and palm-rest area, stability could be better	2	good brightness and contrast, average color accuracy, poor viewing angles	2	good volume, average quality	3	slightly roughened flat keys, good depth and crisp stroke	3	large area, works well	3	-		
25	31	25	64	normal	Acer	Aspire E5-511 (NX.MPKSI.004)	22999	Iron	"15.6"" HD"	2GB DDR3	Pentium N3540	Integrated	Integrated	500GB 5400RPM	Win 8.1	No	1 yr											15.6	1957	0	0	0	1	2	0	2	0	Pentium N3540 performs 0-5% better than Pentium N3700 & 30-40% worse than i3 6006U		Aspire E5_511, 521, 531, 551, 571_15_Black	Aspire E5-511 	NX.MPKSI.004		3	plastic case, brushed aluminium finish on lid and on top of base unit, strong hinges	2	low brightness, average contrast, bad viewing angles	3	good volume and quality	3	flat roughened keys, crisp strokes, good spacing, little noisy	3	smooth, works well	3	-		
18	24	24	65	normal	Acer	Aspire ES1-531 (NX.MZ8SI.044)	19656	Black	"15.6"" HD"	4GB DDR3	Pentium N3700	Integrated	Integrated	500GB 5400RPM	DOS	No	1 yr											15.6	1872	0	0	0	1	4	0	2	0	Pentium N3700 performs 0% better than Celeron N3060 & 40-50% worse than i3 6006U		Aspire ES1_512, 520, 521, 531, 571_15_Black	Aspire ES1-531 	NX.MZ8SI.044		2	plastic case, tactile patterns on lid and palm-rest area, stability could be better	2	good brightness and contrast, average color accuracy, poor viewing angles	2	good volume, average quality	3	slightly roughened flat keys, good depth and crisp stroke	3	large area, works well	3	-		
18	24	24	66	normal	Acer	Aspire E5-532 (NX.MYVSI.005)	20290	Black	"15.6"" HD"	4GB DDR3	Pentium N3700	Integrated	Integrated	500GB 5400RPM	Linux	No	1 yr											15.6	1872	0	0	0	1	4	0	2	0	Pentium N3700 performs 0% better than Celeron N3060 & 40-50% worse than i3 6006U		Aspire E5_532, 573, 574, 552, 522_15_Black	Aspire E5-532 	NX.MYVSI.005		3	good quality plastic case, cloth-like texture on lid, lid could have been stronger	2	average brightness and contrast, bad viewing angles	2	good volume, average quality	3	crisp strokes, good spacing, little noisy	3	large area, smooth and precise	3	-		
18	24	24	67	normal	Acer	Aspire ES1-531 (UN.MZ8SI.007)	23499	Black	"15.6"" HD"	4GB DDR3	Pentium N3700	Integrated	Integrated	500GB 5400RPM	Win 10	No	1 yr											15.6	1872	0	0	0	1	4	0	2	0	Pentium N3700 performs 0% better than Celeron N3060 & 40-50% worse than i3 6006U		Aspire ES1_512, 520, 521, 531, 571_15_Black	Aspire ES1-531 	UN.MZ8SI.007		2	plastic case, tactile patterns on lid and palm-rest area, stability could be better	2	good brightness and contrast, average color accuracy, poor viewing angles	2	good volume, average quality	3	slightly roughened flat keys, good depth and crisp stroke	3	large area, works well	3	-		
18	24	24	68	normal	Acer	Aspire ES1-531 (UN.GFTSI.006)	18590	Black	"15.6"" HD"	4GB DDR3	Pentium N3710	Integrated	Integrated	1TB 5400RPM	Linux	No	1 yr											15.6	1867	0	0	0	1	4	0	2	0	Pentium N3710 performs 0% better than Celeron N3060 & 40-50% worse than i3 6006U		Aspire ES1_512, 520, 521, 531, 571_15_Black	Aspire ES1-531 	UN.GFTSI.006		2	plastic case, tactile patterns on lid and palm-rest area, stability could be better	2	good brightness and contrast, average color accuracy, poor viewing angles	2	good volume, average quality	3	slightly roughened flat keys, good depth and crisp stroke	3	large area, works well	3	-		
6	12	12	69	normal	Acer	Aspire V3-574G (NX.G1USI.010)	63988	Black	"15.6"" FHD"	8GB DDR3	i7 5500U	4GB DDR3	NV GT 940M	1TB 5400RPM	Win 10	No	1 yr											15.6	4007	28	0	0	1	8	4	4	2	i7 5500U performs 25-30% better than i3 6006U & 0-5% worse than i5 6200U	slightly inferior to 940MX, which is the best mid-range GPU	Aspire V3 / V 15_574_15_Black	Aspire V3-574G 	NX.G1USI.010		3	combined metal and plastic, patterened aluminum lid cover, base unit's top has brushed aluminium	3	average brightness and contrast, good viewing angles	3	located underside, loud, good quality	3	-	3	smooth, works well	2	underside heats up under heavy usage		
1	1	1	70	normal	Acer	VX5-591G (NH.GM2SI.004)	87999	Black	"15.6"" FHD"	8GB DDR4	i7 7700HQ	4GB GDDR5	NV GTX 1050	1TB 5400RPM + 128GB SSD	Win 10	No	1 yr											15.6	8971	48	1	1	3	8	4	6	3	i7 7700HQ performs 10-15% better than i7 6700HQ	capable of playing even the most demanding games on highest resolution	VX5 / VX15_591_15_Black	VX5-591G 	NH.GM2SI.004		3	plastic chassis, brushed pattern on lid, glossy finish on top of base unit, strong hinges	4	-	4	great volume, good quality	3	not so quiet, some keys are a little spongy	4	large area, smooth and precise	3	wrist area stays cool even under heavy usage		
12	18	12	71	normal	Acer	Aspire E5-573G-389U (NX.MVMSI.036)	38490	Black	"15.6"" HD"	8GB DDR3	i3 5005U	2GB DDR3	NV GT 920M	1TB 5400RPM	Win 10	No	1 yr											15.6	2923	22	0	0	1	8	2	3	2	i3 5005U performs 40-50% better than Pentium N3540 & 5-10% worse than i3 6006U	not as good as 940MX, 930MX, 920MX, but much better than R5 M430/M330	Aspire E5_532, 573, 574, 552, 522_15_Black	Aspire E5-573G-389U 	NX.MVMSI.036		3	good quality plastic case, cloth-like texture on lid, lid could have been stronger	2	average brightness and contrast, bad viewing angles	2	good volume, average quality	3	crisp strokes, good spacing, little noisy	3	large area, smooth and precise	3	-		
6	12	12	72	normal	Acer	Aspire E5-573G-52G3 (NX.MVRAA.004)	50499	Grey	"15.6"" FHD"	8GB DDR3	i5 5200U	2GB DDR3	NV GT 940M	1TB 5400RPM	Win 10	No	1 yr			No								15.6	3491	28	0	0	1	8	2	4	2	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U	slightly inferior to 940MX, which is the best mid-range GPU	Aspire E5_532, 573, 574, 552, 522_15_Black	Aspire E5-573G-52G3 	NX.MVRAA.004		3	good quality plastic case, cloth-like texture on lid, lid could have been stronger	2	average brightness and contrast, bad viewing angles	2	good volume, average quality	3	crisp strokes, good spacing, little noisy	3	large area, smooth and precise	3	-		
6	12	12	73	normal	Acer	Aspire V3-574G-54VY (NX.G1TSI.020) 	52600	Black	"15.6"" FHD"	8GB DDR3	i5 5200U	2GB DDR3	NV GT 940M	1TB 5400RPM	Win 10	No	1 yr			No								15.6	3491	28	0	0	1	8	2	4	2	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U	slightly inferior to 940MX, which is the best mid-range GPU	Aspire V3 / V 15_574_15_Black	Aspire V3-574G-54VY 	NX.G1TSI.020		3	combined metal and plastic, patterened aluminum lid cover, base unit's top has brushed aluminium	3	average brightness and contrast, good viewing angles	3	located underside, loud, good quality	3	-	3	smooth, works well	2	underside heats up under heavy usage		
6	6	12	74	normal	Acer	Aspire E5-574G (NX.G3ESI.001)	39000	Black	"15.6"" HD"	4GB DDR3	i5 6200U	2GB DDR3	NV GT 920M	1TB 5400RPM	Linux	No	1 yr											15.6	4100	22	0	0	1	4	2	5	2	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U	not as good as 940MX, 930MX, 920MX, but much better than R5 M430/M330	Aspire E5_532, 573, 574, 552, 522_15_Black	Aspire E5-574G 	NX.G3ESI.001		3	good quality plastic case, cloth-like texture on lid, lid could have been stronger	2	average brightness and contrast, bad viewing angles	2	good volume, average quality	3	crisp strokes, good spacing, little noisy	3	large area, smooth and precise	3	-		
6	6	12	75	normal	Acer	Aspire E5-574G-54JL (NX.G9CSI.001)	46990	Black	"15.6"" HD"	8GB DDR3	i5 6200U	2GB DDR3	NV GT 940M	1TB 5400RPM	Win 10	No	1 yr			No								15.6	4100	28	0	0	1	8	2	5	2	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U	slightly inferior to 940MX, which is the best mid-range GPU	Aspire E5_532, 573, 574, 552, 522_15_Black	Aspire E5-574G-54JL 	NX.G9CSI.001		3	good quality plastic case, cloth-like texture on lid, lid could have been stronger	2	average brightness and contrast, bad viewing angles	2	good volume, average quality	3	crisp strokes, good spacing, little noisy	3	large area, smooth and precise	3	-		
